id;jumlah_barang_dipesan;jumlah_barang_masuk;batch;tgl_expired;keterangan;harga_beli;status_barang_masuk;beli_id;barang_id;created_at;updated_at
1;5;5;G02KQ6;2027-11-30;NULL;181148;LENGKAP;1;331;NULL;NULL
7;100;100;KPH37454;2028-07-01;NULL;110000;LENGKAP;3;791;NULL;NULL
8;100;100;TSJ98454;2030-08-01;NULL;24000;LENGKAP;3;1044;NULL;NULL
13;84;84;F1460484;2028-04-01;NULL;73500;LENGKAP;4;159;NULL;NULL
14;300;300;S23250142;2027-09-01;NULL;4800;LENGKAP;5;164;NULL;NULL
15;30;30;S23250142;2027-09-01;NULL;4800;LENGKAP;5;164;NULL;NULL
16;240;240;LSVAI5012;2028-09-01;NULL;9975;LENGKAP;6;1118;NULL;NULL
19;2000;2000;GJ0J55A;2027-10-01;NULL;12080;LENGKAP;8;878;NULL;NULL
20;2000;2000;G70J55A;2027-10-01;NULL;12080;LENGKAP;9;878;NULL;NULL
21;1500;1500;J10507;2029-10-08;NULL;14685;LENGKAP;10;4;NULL;NULL
22;400;400;JR1087;2028-10-30;NULL;9300;LENGKAP;11;1233;NULL;NULL
23;100;100;JR1088;2028-10-30;NULL;9300;LENGKAP;11;1233;NULL;NULL
24;108;108;GD054;2027-07-31;NULL;24454;LENGKAP;12;1271;NULL;NULL
30;24;24;5A04;2028-09-30;NULL;60919;LENGKAP;14;227;NULL;NULL
31;1;1;5A04;2028-09-30;NULL;60919;LENGKAP;14;227;NULL;NULL
32;25;25;A3309;2028-08-30;NULL;62919;LENGKAP;14;229;NULL;NULL
33;100;100;KR42130;2027-11-30;NULL;165500;LENGKAP;14;324;NULL;NULL
35;100;100;PIJ92954;2027-08-01;NULL;200000;LENGKAP;16;72;NULL;NULL
37;100;100;PIC64054;2027-02-01;NULL;80000;LENGKAP;16;901;NULL;NULL
50;42;42;KTMYCJ51306;2027-02-28;NULL;225000;LENGKAP;19;1120;NULL;NULL
51;101;101;KCMYCD52457;2027-03-31;NULL;18000;LENGKAP;19;1244;NULL;NULL
52;50;50;TPH36053;2029-07-01;NULL;70000;LENGKAP;20;1144;NULL;NULL
54;5;5;L0555736;2027-11-25;NULL;983941;LENGKAP;21;499;NULL;NULL
55;5;5;L0642758;2028-01-08;NULL;983941;LENGKAP;21;499;NULL;NULL
56;10;10;L0474384;2028-05-03;NULL;582320;LENGKAP;21;497;NULL;NULL
59;96;96;52226298X1;2027-08-09;NULL;7632;LENGKAP;21;500;NULL;NULL
60;288;288;52066298G124;2027-07-24;NULL;10895;LENGKAP;22;495;NULL;NULL
65;100;100;2509062;2027-09-03;NULL;16556;LENGKAP;23;543;NULL;NULL
67;100;100;2510062;2027-10-02;NULL;7072;LENGKAP;23;547;NULL;NULL
68;100;100;2511062;2027-11-05;NULL;15766;LENGKAP;23;1182;NULL;NULL
69;35;35;2510181;2027-10-14;NULL;13001;LENGKAP;23;1409;NULL;NULL
70;65;65;2510181;2027-10-31;NULL;13001;LENGKAP;23;1409;NULL;NULL
71;30;30;F1460500;2028-04-01;NULL;73500;LENGKAP;24;159;NULL;NULL
73;10780;10780;2A1A5L027;2027-12-30;NULL;6913;LENGKAP;26;810;NULL;NULL
74;2160;2160;2A1A5L027;2027-12-31;NULL;6913;LENGKAP;27;810;NULL;NULL
75;1560;1560;2A1A5L027;2027-12-31;NULL;6913;LENGKAP;28;810;NULL;NULL
76;6500;6500;2A1A5L026;2027-12-31;NULL;6913;LENGKAP;28;810;NULL;NULL
79;100;100;T 08078 BE;2027-08-01;NULL;11261;LENGKAP;29;1070;NULL;NULL
80;2000;2000;F252I05;2027-12-03;NULL;7656;LENGKAP;30;153;NULL;NULL
82;18000;18000;F252I05;2027-12-03;NULL;7656;LENGKAP;32;153;NULL;NULL
83;120;120;LX2U;2027-10-31;NULL;146074;LENGKAP;33;1145;NULL;NULL
84;12;12;LX2U;2027-03-31;NULL;146074;LENGKAP;33;1145;NULL;NULL
85;60;60;HX5A288V;2029-09-30;NULL;24150;LENGKAP;34;1260;NULL;NULL
87;200;200;5X07181;2028-01-31;NULL;29900;LENGKAP;35;85;NULL;NULL
90;30;30;5DN057A;2027-06-30;NULL;132777;LENGKAP;37;83;NULL;NULL
91;2000;2000;I51710W;2027-09-16;NULL;2670;LENGKAP;38;282;NULL;NULL
93;270;270;S2360234;2027-08-01;NULL;4000;LENGKAP;39;169;NULL;NULL
94;930;930;S2360260;2027-09-01;NULL;4000;LENGKAP;39;169;NULL;NULL
98;300;300;SCL73154;2029-10-01;NULL;6000;LENGKAP;41;854;NULL;NULL
99;1000;1000;LCL91054;2028-10-01;NULL;7000;LENGKAP;41;1228;NULL;NULL
100;1000;1000;LCL92954;2030-10-01;NULL;10000;LENGKAP;41;1229;NULL;NULL
104;54;54;PSJ86554;2027-08-01;NULL;200000;LENGKAP;43;62;NULL;NULL
105;46;46;PSJ89454;2027-08-01;NULL;200000;LENGKAP;43;62;NULL;NULL
106;20;20;PSD42554;2027-03-01;NULL;3000000;LENGKAP;43;40;NULL;NULL
137;268;268;471025A;2028-02-01;NULL;140000;LENGKAP;50;689;NULL;NULL
138;32;32;471025A;2028-02-01;NULL;140000;LENGKAP;50;689;NULL;NULL
139;20;20;56G4322;2027-06-30;NULL;135000;LENGKAP;50;122;NULL;NULL
140;176;176;56I4121;2028-08-31;NULL;9818;LENGKAP;50;869;NULL;NULL
141;24;24;56I4121;2028-08-31;NULL;9818;LENGKAP;50;869;NULL;NULL
142;200;200;25IA023;2029-09-30;NULL;44600;LENGKAP;51;95;NULL;NULL
144;200;200;2509276;2027-09-25;NULL;4280;LENGKAP;52;542;NULL;NULL
146;500;500;2511104;2027-11-11;NULL;14417;LENGKAP;52;544;NULL;NULL
147;50;50;5DN057A;2027-06-30;NULL;132777;LENGKAP;53;83;NULL;NULL
148;50;50;5DN010A;2027-06-30;NULL;114209;LENGKAP;53;80;NULL;NULL
149;24;24;25E006;2027-05-31;NULL;329048;LENGKAP;53;209;NULL;NULL
153;30;30;PIJ97554;2027-08-01;NULL;400000;LENGKAP;54;61;NULL;NULL
154;5500;5500;LCM04454;2027-11-01;NULL;6000;LENGKAP;55;1230;NULL;NULL
155;2500;2500;LCM04354;2027-11-01;NULL;6000;LENGKAP;55;1230;NULL;NULL
156;100;100;SCK6805;2027-09-01;NULL;50000;LENGKAP;55;816;NULL;NULL
158;50;50;5EI1937;2028-09-30;NULL;20748;LENGKAP;56;950;NULL;NULL
159;50;50;JX5A098;2030-10-31;NULL;168971;LENGKAP;56;949;NULL;NULL
160;200;200;5NK005;2027-10-31;NULL;10143;LENGKAP;57;1138;NULL;NULL
161;20;20;B250068C;2028-01-01;NULL;427900;LENGKAP;58;1222;NULL;NULL
162;240;240;2511095;2027-11-10;NULL;13001;LENGKAP;59;1409;NULL;NULL
163;120;120;2509001;2027-08-31;NULL;16668;LENGKAP;59;1279;NULL;NULL
164;1000;1000;O1860046;2029-10-01;NULL;2900;LENGKAP;60;720;NULL;NULL
165;2040;2040;F252I41;2027-12-29;NULL;7656;LENGKAP;61;153;NULL;NULL
166;19960;19960;F252I42;2027-12-29;NULL;7656;LENGKAP;61;153;NULL;NULL
167;9600;9600;K253H41;2027-08-18;NULL;2662;LENGKAP;62;150;NULL;NULL
168;2400;2400;K253H42;2027-08-18;NULL;2662;LENGKAP;62;150;NULL;NULL
169;50;50;E25H0387A;2027-08-31;NULL;267500;LENGKAP;63;1152;NULL;NULL
170;24;24;E25EH0195A;2028-04-30;NULL;275000;LENGKAP;63;717;NULL;NULL
171;29;29;E25F0250A;2027-06-30;NULL;350000;LENGKAP;63;885;NULL;NULL
172;38;38;E25F0258A;2027-06-30;NULL;350000;LENGKAP;63;885;NULL;NULL
173;180;180;5ei1824;2027-09-30;NULL;34400;LENGKAP;64;114;NULL;NULL
174;85;85;N2508023;2027-08-01;NULL;60000;LENGKAP;65;416;NULL;NULL
175;1000;1000;2530804;2028-07-21;NULL;4477;LENGKAP;66;1523;NULL;NULL
179;10;10;04024;2027-10-10;NULL;190000;LENGKAP;68;139;NULL;NULL
180;100;100;5052382;2027-09-30;NULL;60000;LENGKAP;69;743;NULL;NULL
181;100;100;56E4100;2028-04-30;NULL;162000;LENGKAP;69;134;NULL;NULL
184;10;10;5NG070;2030-07-31;NULL;200000;LENGKAP;70;1284;NULL;NULL
186;600;600;A902685;2028-12-20;NULL;20591;LENGKAP;72;217;NULL;NULL
187;40;40;A902685;2028-12-20;NULL;20591;LENGKAP;72;217;NULL;NULL
188;300;300;A801025;2029-11-28;NULL;17251;LENGKAP;72;218;NULL;NULL
189;20;20;A801025;2029-11-28;NULL;17251;LENGKAP;72;218;NULL;NULL
190;240;240;C600135;2028-06-24;NULL;15063;LENGKAP;72;219;NULL;NULL
191;16;16;C600135;2028-06-24;NULL;15063;LENGKAP;72;219;NULL;NULL
210;50;50;E5K117;2029-04-30;NULL;34500;LENGKAP;77;1269;NULL;NULL
230;2000;2000;I51710W;2027-09-16;NULL;2670;LENGKAP;81;282;NULL;NULL
231;44;44;N259004.1;2027-09-30;NULL;150000;LENGKAP;82;423;NULL;NULL
232;2;2;N2507049;2027-07-31;NULL;150000;LENGKAP;82;423;NULL;NULL
233;3;3;N2508022;2027-08-30;NULL;150000;LENGKAP;82;423;NULL;NULL
234;27;27;2504125;2027-04-30;NULL;64366;LENGKAP;82;1242;NULL;NULL
235;23;23;2509073;2027-09-30;NULL;64366;LENGKAP;82;1242;NULL;NULL
239;200;200;C0360077;2027-09-01;NULL;17100;LENGKAP;84;1185;NULL;NULL
240;260;260;S23250142;2027-09-01;NULL;4800;LENGKAP;84;164;NULL;NULL
241;26;26;S23250142;2027-09-01;NULL;4800;LENGKAP;84;164;NULL;NULL
242;120;120;S3760045;2027-12-01;NULL;10800;LENGKAP;84;1223;NULL;NULL
243;12;12;S3760045;2027-12-01;NULL;10800;LENGKAP;84;1223;NULL;NULL
244;7;7;P0560092;2029-06-01;NULL;102500;LENGKAP;84;158;NULL;NULL
245;13;13;P0560093;2029-06-01;NULL;102500;LENGKAP;84;158;NULL;NULL
246;200;200;S1460086;2027-11-01;NULL;11000;LENGKAP;84;167;NULL;NULL
247;40;40;S1460086;2027-11-01;NULL;11000;LENGKAP;84;167;NULL;NULL
248;144;144;O1760286;2029-11-01;NULL;5450;LENGKAP;84;1543;NULL;NULL
249;14;14;O1760286;2029-11-01;NULL;5450;LENGKAP;84;1543;NULL;NULL
258;100;100;25PLD28B;2027-03-31;NULL;71000;LENGKAP;86;899;NULL;NULL
259;4;4;E24J0412A;2026-10-31;NULL;950000;LENGKAP;87;180;NULL;NULL
260;8;8;E24I0357A;2027-10-31;NULL;404500;LENGKAP;88;930;NULL;NULL
261;12;12;E25G0339A;2028-07-31;NULL;404500;LENGKAP;88;930;NULL;NULL
262;10;10;E25G0339A;2028-07-31;NULL;404500;LENGKAP;89;930;NULL;NULL
263;336;336;2512164;2027-12-31;NULL;6364;LENGKAP;90;1550;NULL;NULL
264;3;3;2411144;2026-11-30;NULL;35530;LENGKAP;90;1087;NULL;NULL
265;47;47;2505079;2027-05-30;NULL;35530;LENGKAP;90;1087;NULL;NULL
266;120;120;5NJ0161;2027-09-30;NULL;14200;LENGKAP;91;1452;NULL;NULL
267;48;48;2564035;2027-09-30;NULL;14523;LENGKAP;91;1451;NULL;NULL
268;144;144;2538005;2028-09-30;NULL;12931;LENGKAP;91;1522;NULL;NULL
269;144;144;2549039;2029-09-30;NULL;12280;LENGKAP;91;1181;NULL;NULL
270;50;50;5DN058A;2027-06-30;NULL;132777;LENGKAP;92;83;NULL;NULL
271;20;20;25056701;2027-04-24;NULL;71000;LENGKAP;92;1282;NULL;NULL
272;100;100;5EK2335;2028-11-30;NULL;20748;LENGKAP;92;950;NULL;NULL
273;50;50;25KM002;2027-10-01;NULL;83000;LENGKAP;93;93;NULL;NULL
275;100;100;2511062;2027-11-05;NULL;15766;LENGKAP;93;1182;NULL;NULL
277;6;6;5NG070;2030-07-31;NULL;200000;LENGKAP;94;1284;NULL;NULL
278;44;44;5NG162;2030-07-31;NULL;200000;LENGKAP;94;1284;NULL;NULL
279;2;2;P0560093;2029-06-01;NULL;102500;LENGKAP;84;158;NULL;NULL
286;300;300;SCK71654;2027-09-01;NULL;20000;LENGKAP;95;55;NULL;NULL
287;300;300;PSC22354;2029-02-01;NULL;60000;LENGKAP;96;70;NULL;NULL
289;100;100;KPH41354;2028-07-01;NULL;110000;LENGKAP;97;791;NULL;NULL
290;250;250;SCG42354;2029-06-01;NULL;5000;LENGKAP;97;43;NULL;NULL
291;750;750;SCG42454;2029-06-01;NULL;5000;LENGKAP;97;43;NULL;NULL
292;750;750;LCJ75854;2030-08-01;NULL;3000;LENGKAP;97;1551;NULL;NULL
293;250;250;LCJ75954;2030-08-01;NULL;3000;LENGKAP;97;1551;NULL;NULL
296;20;20;PIM84353;2027-11-01;NULL;150000;LENGKAP;98;47;NULL;NULL
300;10;10;00725I08B;2027-08-30;NULL;625680;LENGKAP;99;1195;NULL;NULL
301;5;5;00825I06B;2027-08-30;NULL;733680;LENGKAP;99;1194;NULL;NULL
304;20;20;B250068C;2028-01-30;NULL;427900;LENGKAP;101;1222;NULL;NULL
305;10;10;N2509078;2027-10-30;NULL;150000;LENGKAP;101;423;NULL;NULL
306;48;48;2510192;2027-10-30;NULL;6364;LENGKAP;102;1550;NULL;NULL
307;156;156;2511134;2027-11-30;NULL;6364;LENGKAP;102;1550;NULL;NULL
308;258;258;KCBPCA54182;2027-07-31;NULL;28000;LENGKAP;103;264;NULL;NULL
309;1;1;IDK03505;2027-04-30;NULL;265000;LENGKAP;103;996;NULL;NULL
310;1;1;IDPK03506;2027-04-30;NULL;265000;LENGKAP;103;996;NULL;NULL
311;4;4;IDPK03416;2026-09-30;NULL;265000;LENGKAP;103;996;NULL;NULL
313;37;37;KTPPROF52525;2027-04-01;NULL;35000;LENGKAP;103;1068;NULL;NULL
314;47;47;KTPROF54562;2027-07-31;NULL;35000;LENGKAP;103;1068;NULL;NULL
315;100;100;E25H0387A;2027-08-31;NULL;267500;LENGKAP;104;1152;NULL;NULL
321;37;37;A04820GC;2028-07-31;NULL;48000;LENGKAP;108;788;NULL;NULL
373;2520;2520;2A1A5L132;2027-12-31;NULL;6913;LENGKAP;123;810;NULL;NULL
374;18480;18480;2A1A5L133;2027-12-31;NULL;6913;LENGKAP;123;810;NULL;NULL
375;1200;1200;3C1G58006;2028-02-28;NULL;3414;LENGKAP;123;628;NULL;NULL
379;500;500;G252I37;2028-10-22;NULL;9468;LENGKAP;125;152;NULL;NULL
381;300;300;K40511;2029-11-30;NULL;15315;LENGKAP;126;17;NULL;NULL
382;300;300;L10509;2029-12-09;NULL;12973;LENGKAP;126;2;NULL;NULL
383;66;66;51449;2027-03-30;NULL;20000;LENGKAP;127;524;NULL;NULL
385;102;102;53928;2027-10-30;NULL;40000;LENGKAP;127;967;NULL;NULL
386;600;600;53718;2028-08-30;NULL;34234;LENGKAP;127;520;NULL;NULL
387;500;500;54369;2027-12-31;NULL;4500;LENGKAP;127;1565;NULL;NULL
390;120;120;2508188;2027-08-30;NULL;14400;LENGKAP;128;1567;NULL;NULL
391;136;136;2508-09-144;2027-08-30;NULL;12106;LENGKAP;128;377;NULL;NULL
392;35;35;DK2681;2028-11-30;NULL;3500;LENGKAP;128;1566;NULL;NULL
393;60;60;SF00M;2028-11-30;NULL;8372;LENGKAP;128;646;NULL;NULL
394;240;240;2509076;2027-09-30;NULL;17273;LENGKAP;128;879;NULL;NULL
395;3;3;DK1863;2028-11-30;NULL;3500;LENGKAP;128;1566;NULL;NULL
396;1;1;DH2331;2028-08-30;NULL;3500;LENGKAP;128;1566;NULL;NULL
397;200;200;JR1003;2029-10-30;NULL;9123;LENGKAP;129;868;NULL;NULL
398;200;200;UFH00H;2027-10-30;NULL;10974;LENGKAP;129;234;NULL;NULL
399;147;147;UF00H;2027-10-30;NULL;10974;LENGKAP;129;234;NULL;NULL
400;156;156;A08354IC;2029-09-30;NULL;20000;LENGKAP;129;203;NULL;NULL
401;44;44;A08354IC;2029-09-30;NULL;20000;LENGKAP;129;203;NULL;NULL
402;120;120;IB25028;2028-08-30;NULL;21530;LENGKAP;130;734;NULL;NULL
403;288;288;T25046;2028-10-30;NULL;34459;LENGKAP;130;1210;NULL;NULL
404;200;200;KR1132;2028-11-30;NULL;9300;LENGKAP;130;1233;NULL;NULL
405;150;150;T.35250009;2027-10-30;NULL;8400;LENGKAP;130;174;NULL;NULL
406;50;50;T.35250008;2027-10-30;NULL;8400;LENGKAP;130;174;NULL;NULL
411;24;24;5A04;2028-09-30;NULL;60919;LENGKAP;131;227;NULL;NULL
412;1;1;5A04;2028-09-30;NULL;60919;LENGKAP;131;227;NULL;NULL
413;24;24;5A11;2028-09-30;NULL;86748;LENGKAP;131;228;NULL;NULL
414;1;1;5A04;2028-09-30;NULL;86748;LENGKAP;131;228;NULL;NULL
415;120;120;56905157;2028-12-30;NULL;5781;LENGKAP;131;596;NULL;NULL
416;78;78;5690515T;2028-12-30;NULL;5781;LENGKAP;131;596;NULL;NULL
418;432;432;I0709501;2029-09-30;NULL;4399;LENGKAP;132;578;NULL;NULL
419;240;240;01612510;2027-12-31;NULL;6552;LENGKAP;132;574;NULL;NULL
420;144;144;F0711501;2029-11-30;NULL;4701;LENGKAP;132;576;NULL;NULL
421;100;100;05412508A;2029-12-31;NULL;32960;LENGKAP;132;590;NULL;NULL
422;100;100;04811513;2029-11-30;NULL;24510;LENGKAP;132;567;NULL;NULL
423;144;144;11812506;2027-12-31;NULL;6136;LENGKAP;132;568;NULL;NULL
424;240;240;15412504;2028-01-31;NULL;4950;LENGKAP;133;591;NULL;NULL
425;240;240;15412505;2028-01-31;NULL;4950;LENGKAP;133;591;NULL;NULL
426;480;480;15312501;2027-12-31;NULL;4888;LENGKAP;133;573;NULL;NULL
433;100;100;PIM76154;2027-11-30;NULL;25000;LENGKAP;135;1212;NULL;NULL
437;9;9;PSK07754;2027-09-01;NULL;200000;LENGKAP;137;62;NULL;NULL
439;91;91;PSJ86554;2027-08-01;NULL;200000;LENGKAP;139;62;NULL;NULL
440;8;8;PSD42454;2027-03-01;NULL;3000000;LENGKAP;139;40;NULL;NULL
441;12;12;PSD42554;2027-03-01;NULL;3000000;LENGKAP;139;40;NULL;NULL
442;88;88;PIH74654;2027-07-01;NULL;200000;LENGKAP;139;72;NULL;NULL
